Symbol,Tradable,DollarVolume,Price,Score,Rank,AsOf
NTRS,Y,1.72949e+08,173.99,,,2026-09-23
NUE,Y,3.13119e+08,246.98,,,2026-09-23
NVDA,Y,2.53265e+10,225.51,0.490633,33,2026-09-23
NVO,Y,4.74574e+08,38.17,-1.01768,50,2026-09-23
NVS,Y,2.56106e+08,142.71,,,2026-09-23
NWBI,Y,1.44575e+07,15.04,,,2026-09-23
NWG,Y,5.55896e+07,17.91,,,2026-09-23
NYT,Y,1.22732e+08,61.89,0.221705,34,2026-09-23
O,Y,3.34234e+08,55.61,,,2026-09-23
OC,Y,1.25577e+08,122.88,,,2026-09-23
OCFC,Y,1.69533e+07,17,,,2026-09-23
ODFL,Y,3.11352e+08,177.72,,,2026-09-23
OGE,Y,6.40738e+07,44.71,,,2026-09-23
OHI,Y,8.79557e+07,46.17,,,2026-09-23
OII,Y,4.08815e+07,46.24,,,2026-09-23
OKE,Y,3.04481e+08,90.54,,,2026-09-23
OLN,Y,5.60054e+07,16.77,,,2026-09-23
OMC,Y,2.07049e+08,75.49,,,2026-09-23
ON,Y,7.67609e+08,74.1,,,2026-09-23
ONB,Y,9.78188e+07,24.74,,,2026-09-23
OPCH,Y,4.54369e+07,23.34,,,2026-09-23
ORCL,Y,4.31788e+09,144.56,-1.89759,61,2026-09-23
ORI,Y,5.003e+07,38.26,,,2026-09-23
ORKA,Y,7.32028e+07,89.925,,,2026-09-23
ORLY,Y,5.34092e+08,85.9,,,2026-09-23
OTEX,Y,3.10174e+07,23.08,,,2026-09-23
OVV,Y,1.83405e+08,59.73,,,2026-09-23
OXY,Y,4.54096e+08,57.36,,,2026-09-23
OZK,Y,5.32763e+07,46.09,,,2026-09-23
PAA,Y,5.74854e+07,24.44,,,2026-09-23
PAAS,Y,1.75604e+08,48.11,,,2026-09-23
PAYX,Y,3.08922e+08,104.49,,,2026-09-23
PB,Y,6.64486e+07,67.27,,,2026-09-23
PBI,Y,2.90713e+07,16.27,,,2026-09-23
PBR,Y,3.12048e+08,21.14,,,2026-09-23
PBR-A,Y,1.13123e+08,19.22,,,2026-09-23
PCAR,Y,3.44078e+08,112.09,,,2026-09-23
PCG,Y,4.05516e+08,12.41,0.0245907,36,2026-09-23
PEG,Y,2.07934e+08,67.31,,,2026-09-23
PEGA,Y,7.29104e+07,35.18,,,2026-09-23
PENN,Y,5.2371e+07,15.56,,,2026-09-23
PEP,Y,1.07683e+09,130.18,,,2026-09-23
PFE,Y,9.46223e+08,28.18,,,2026-09-23
PFG,Y,1.37327e+08,113.92,,,2026-09-23
PG,Y,1.21197e+09,147.39,,,2026-09-23
PGR,Y,5.08666e+08,203.13,,,2026-09-23
PHM,Y,1.74924e+08,118.71,,,2026-09-23
PLAB,Y,2.91564e+07,30.35,,,2026-09-23
PLD,Y,4.64668e+08,133.96,,,2026-09-23
PM,Y,8.71796e+08,190.84,,,2026-09-23
PNC,Y,3.91257e+08,224.03,,,2026-09-23
PNFP,Y,9.67459e+07,93.4,,,2026-09-23
PNR,Y,1.67764e+08,55.25,,,2026-09-23
PNW,Y,1.07766e+08,92.05,,,2026-09-23
PODD,Y,2.12161e+08,136.49,,,2026-09-23
POR,Y,4.91953e+07,46.92,,,2026-09-23
PPC,Y,4.18962e+07,27.63,,,2026-09-23
PPG,Y,1.6299e+08,107.2,,,2026-09-23
PPL,Y,2.41665e+08,32.25,,,2026-09-23
PRGO,Y,2.98221e+07,13.84,,,2026-09-23
PRIM,Y,9.68885e+07,74.12,,,2026-09-23
PRMB,Y,8.00802e+07,19.75,,,2026-09-23
PRU,Y,1.82852e+08,117.59,,,2026-09-23
PSKY,Y,1.08188e+08,9.96,-2.51164,68,2026-09-23
PTC,Y,1.82451e+08,140.4,,,2026-09-23
PTEN,Y,9.19932e+07,11.07,,,2026-09-23
PTY,Y,1.30192e+07,10.86,,,2026-09-23
PUK,Y,2.36785e+07,25.26,,,2026-09-23
PWR,Y,6.04029e+08,634.9,,,2026-09-23
PZZA,Y,2.89495e+07,20.15,,,2026-09-23
QCOM,Y,1.97003e+09,197.24,-0.446712,43,2026-09-23
QDEL,Y,1.90764e+07,10.34,,,2026-09-23
QGEN,Y,9.61282e+07,43.71,,,2026-09-23
QMCO,Y,1.70044e+07,25.97,,,2026-09-23
RAMP,Y,3.61527e+07,37.44,,,2026-09-23
RBA,Y,1.32707e+08,82.83,,,2026-09-23
RCI,Y,4.02776e+07,33.28,,,2026-09-23
RCL,Y,5.57509e+08,230.3,-1.13924,52,2026-09-23
RDN,Y,3.46019e+07,34.54,,,2026-09-23
RDY,Y,3.09059e+07,12.39,,,2026-09-23
REG,Y,9.94221e+07,72.73,,,2026-09-23
RELX,Y,7.81933e+07,33.22,,,2026-09-23
RF,Y,2.38435e+08,27.39,,,2026-09-23
RGEN,Y,1.50916e+08,184.53,,,2026-09-23
RHHBY,Y,8.09017e+07,55.03,,,2026-09-23
RHI,Y,7.88671e+07,37.36,,,2026-09-23
RIO,Y,2.26769e+08,95.25,,,2026-09-23
RJF,Y,1.93559e+08,158.23,,,2026-09-23
RMBS,Y,2.15364e+08,103.47,,,2026-09-23
RMD,Y,2.78242e+08,222.3,,,2026-09-23
ROL,Y,1.90659e+08,32.49,,,2026-09-23
ROST,Y,5.22145e+08,233.98,,,2026-09-23
RPM,Y,1.03255e+08,100.06,,,2026-09-23
RRC,Y,9.91662e+07,38.77,,,2026-09-23
RRX,Y,2.05402e+08,152.42,,,2026-09-23
RSG,Y,3.074e+08,213.1,,,2026-09-23
RTO,Y,2.85032e+07,21.41,,,2026-09-23
RTX,Y,8.10555e+08,192.19,,,2026-09-23
RVTY,Y,1.69223e+08,142.11,,,2026-09-23
RY,Y,2.65348e+08,199.45,,,2026-09-23
RYAAY,Y,8.08522e+07,54.69,,,2026-09-23
RYCEY,Y,3.28378e+07,19.84,,,2026-09-23
RYN,Y,5.61221e+07,19.86,,,2026-09-23
SAN,Y,1.2832e+08,14.2,,,2026-09-23
SAP,Y,4.93787e+08,210.62,,,2026-09-23
SBCF,Y,2.90551e+07,32.42,,,2026-09-23
SBH,Y,1.87467e+07,16.75,,,2026-09-23
SBLK,Y,3.92093e+07,30.4,,,2026-09-23
SBRA,Y,4.67613e+07,19.69,,,2026-09-23
SBUX,Y,6.56609e+08,94.14,,,2026-09-23
SCCO,Y,2.0436e+08,201.94,,,2026-09-23
SCHW,Y,7.79583e+08,99.5,-0.292236,40,2026-09-23
SCI,Y,7.31784e+07,77.85,,,2026-09-23
SF,Y,8.17029e+07,71.93,,,2026-09-23
SFL,Y,1.5483e+07,12.72,,,2026-09-23
SFNC,Y,2.59505e+07,22.89,,,2026-09-23
SGI,Y,1.77995e+08,62.87,,,2026-09-23
SHEL,Y,5.32552e+08,95.41,0.881712,26,2026-09-23
SHO,Y,2.59468e+07,11.03,,,2026-09-23
SHOO,Y,4.32719e+07,43.4,,,2026-09-23
SHW,Y,5.82737e+08,326.46,,,2026-09-23
SHY,Y,2.73333e+08,81.12,,,2026-09-23
SIRI,Y,1.05735e+08,26.28,,,2026-09-23
SJM,Y,1.58081e+08,122.41,,,2026-09-23
SKM,Y,6.38057e+07,35.85,,,2026-09-23
SLB,Y,5.70042e+08,51.87,,,2026-09-23
SLGN,Y,4.20597e+07,37.15,,,2026-09-23
SLM,Y,5.47999e+07,23.61,,,2026-09-23
SLS,Y,7.86589e+07,11.52,1.16338,22,2026-09-23
SM,Y,1.18842e+08,34.31,,,2026-09-23
SMCI,Y,1.25874e+09,41.44,-2.06221,65,2026-09-23
SMFG,Y,3.83505e+07,25.85,,,2026-09-23
SMTC,Y,3.38772e+08,169.33,,,2026-09-23
SNEX,Y,6.79514e+07,67.78,,,2026-09-23
SNN,Y,4.67027e+07,26.82,,,2026-09-23
SNPS,Y,6.50008e+08,413.06,,,2026-09-23
SNY,Y,1.13742e+08,41.66,,,2026-09-23
SO,Y,4.61034e+08,83.47,,,2026-09-23
SON,Y,5.96654e+07,50.63,,,2026-09-23
SONY,Y,9.63068e+07,23.2,,,2026-09-23
SPG,Y,2.83806e+08,204.16,,,2026-09-23
SPGI,Y,7.25784e+08,406.5,,,2026-09-23
SPYM,Y,8.40241e+08,90.37,,,2026-09-23
SRE,Y,2.88257e+08,79,,,2026-09-23
SRPT,Y,5.35465e+07,18.95,,,2026-09-23
SSL,Y,1.45406e+07,14.29,,,2026-09-23
SSRM,Y,8.55657e+07,36.3,,,2026-09-23
STLD,Y,2.61138e+08,234.29,,,2026-09-23
STM,Y,4.57554e+08,52.46,,,2026-09-23
STT,Y,3.09188e+08,179.95,,,2026-09-23
STX,Y,3.90593e+09,923.86,,,2026-09-23
STZ,Y,2.58168e+08,116.57,,,2026-09-23
SU,Y,2.51825e+08,67.98,,,2026-09-23
SUI,Y,1.44522e+08,112.32,,,2026-09-23
SW,Y,2.04733e+08,46.49,,,2026-09-23
SWK,Y,1.42287e+08,91.76,,,2026-09-23
SWKS,Y,3.45197e+08,91.45,,,2026-09-23
SYK,Y,7.58194e+08,273.4,,,2026-09-23
SYY,Y,2.39761e+08,77.14,,,2026-09-23
T,Y,1.0538e+09,25.3,-1.11313,51,2026-09-23
TAC,Y,1.87469e+07,11.95,,,2026-09-23
TAP,Y,1.17792e+08,36.62,,,2026-09-23
TCOM,Y,1.15586e+08,40.63,,,2026-09-23
TD,Y,2.41948e+08,119.41,,,2026-09-23
TDC,Y,6.88395e+07,29.21,,,2026-09-23
TDS,Y,3.96989e+07,36.43,,,2026-09-23
TECH,Y,2.18976e+08,72.52,,,2026-09-23
TECK,Y,1.9726e+08,66.8,,,2026-09-23
TEL,Y,4.06383e+08,214.39,,,2026-09-23
TER,Y,1.01172e+09,389.14,,,2026-09-23
TEVA,Y,1.69551e+08,39.01,,,2026-09-23
TEX,Y,6.5967e+07,58.21,,,2026-09-23
TFC,Y,3.28974e+08,47,,,2026-09-23
TGT,Y,5.67567e+08,156.26,,,2026-09-23
THC,Y,2.07041e+08,256.44,,,2026-09-23
TJX,Y,9.19026e+08,131.59,,,2026-09-23
TKO,Y,1.94314e+08,189.08,,,2026-09-23
TLT,Y,2.21065e+09,80.46,-1.91513,63,2026-09-23
TMO,Y,1.08891e+09,665.3,,,2026-09-23
TMUS,Y,7.88623e+08,165.66,,,2026-09-23
TPR,Y,3.53817e+08,110.51,,,2026-09-23
TREX,Y,7.37979e+07,43.62,,,2026-09-23
TRI,Y,1.53099e+08,98.45,,,2026-09-23
TRMB,Y,1.41379e+08,59.32,,,2026-09-23
TROW,Y,1.75449e+08,104.57,,,2026-09-23
TRP,Y,1.55207e+08,60.2,,,2026-09-23
TRV,Y,5.73836e+08,360.39,,,2026-09-23
TS,Y,6.03712e+07,55.77,,,2026-09-23
TSCO,Y,2.89291e+08,32.29,,,2026-09-23
TSEM,Y,3.38714e+08,230.5,,,2026-09-23
TSM,Y,4.74801e+09,446.57,2.06081,16,2026-09-23
TSN,Y,1.66245e+08,51.36,,,2026-09-23
TT,Y,4.23556e+08,437.09,,,2026-09-23
TTE,Y,1.17818e+08,91.67,1.68895,17,2026-09-23
TTEK,Y,7.75681e+07,34.9,,,2026-09-23
TTMI,Y,2.81246e+08,125.82,,,2026-09-23
TTWO,Y,5.03645e+08,206.32,,,2026-09-23
TXN,Y,1.77435e+09,272.62,,,2026-09-23
TXNM,Y,5.75027e+07,58.32,,,2026-09-23
TXT,Y,1.23784e+08,76.81,,,2026-09-23
UAL,Y,4.40358e+08,110.72,,,2026-09-23
UBS,Y,8.38572e+07,47.74,,,2026-09-23
UCTT,Y,9.03326e+07,77.29,,,2026-09-23
UDR,Y,1.14775e+08,33.79,,,2026-09-23
UEC,Y,7.99657e+07,9.95,-1.54949,58,2026-09-23
UGI,Y,5.40398e+07,36.62,,,2026-09-23
UL,Y,2.22158e+08,62.16,,,2026-09-23
UMC,Y,2.76246e+08,24.68,3.44249,1,2026-09-23
UNH,Y,1.85632e+09,371.29,,,2026-09-23
UNM,Y,1.23313e+08,94.46,,,2026-09-23
UNP,Y,6.86022e+08,275.53,,,2026-09-23
UPS,Y,4.40304e+08,95.82,1.00142,25,2026-09-23
URBN,Y,7.19587e+07,74.82,,,2026-09-23
USB,Y,4.22508e+08,58.48,,,2026-09-23
UTI,Y,3.85667e+07,20.42,,,2026-09-23
UUUU,Y,8.66248e+07,11.6,-0.957008,49,2026-09-23
V,Y,2.39951e+09,361.52,,,2026-09-23
VALE,Y,3.39786e+08,13.82,,,2026-09-23
VFC,Y,9.54979e+07,13.52,,,2026-09-23
VIAV,Y,1.71642e+08,36.43,3.05807,5,2026-09-23
VIV,Y,1.4732e+07,11.65,,,2026-09-23
VLO,Y,8.10862e+08,375.84,,,2026-09-23
VLY,Y,8.94699e+07,12.87,,,2026-09-23
VMC,Y,2.57037e+08,244.4,,,2026-09-23
VMRK,Y,2.74059e+08,61.29,,,2026-09-23
VNO,Y,5.09555e+07,34.16,,,2026-09-23
VOD,Y,5.61917e+07,16.35,,,2026-09-23
VRTX,Y,5.73918e+08,516.34,,,2026-09-23
VSAT,Y,1.29967e+08,73.68,,,2026-09-23
VSH,Y,1.41123e+08,32.6,,,2026-09-23
VTR,Y,2.75096e+08,86.64,,,2026-09-23
VTRS,Y,1.45231e+08,17.12,,,2026-09-23
VZ,Y,1.00089e+09,46.52,0.625466,30,2026-09-23
WAL,Y,7.12106e+07,75.6,,,2026-09-23
WBD,Y,5.16075e+08,30.76,,,2026-09-23
WCN,Y,1.84886e+08,155.41,,,2026-09-23
WDC,Y,3.23169e+09,473.69,3.12715,2,2026-09-23
WEC,Y,2.20912e+08,101.17,,,2026-09-23
WELL,Y,6.37039e+08,229.87,,,2026-09-23
WERN,Y,3.4787e+07,34.41,,,2026-09-23
WFC,Y,1.16725e+09,81.9,,,2026-09-23
WHR,Y,8.48601e+07,32.93,,,2026-09-23
WKC,Y,3.48541e+07,36.04,,,2026-09-23
WLK,Y,6.09238e+07,68.42,,,2026-09-23
WM,Y,4.66281e+08,207.88,,,2026-09-23
WMB,Y,4.72466e+08,71.11,,,2026-09-23
WMT,Y,2.3931e+09,110.53,-0.540773,44,2026-09-23
WNC,Y,1.0143e+07,11.76,,,2026-09-23
WPC,Y,9.36824e+07,66.49,,,2026-09-23
WPM,Y,2.26366e+08,145.45,,,2026-09-23
WRB,Y,1.24652e+08,67.67,,,2026-09-23
WSBC,Y,3.41182e+07,38.09,,,2026-09-23
WSM,Y,2.31181e+08,227.83,,,2026-09-23
WT,Y,4.73608e+07,23.72,,,2026-09-23
WTRG,Y,8.42709e+07,40.18,,,2026-09-23
WY,Y,1.20223e+08,21.17,,,2026-09-23
WYNN,Y,1.41076e+08,81.45,,,2026-09-23
XEL,Y,3.92968e+08,70.66,,,2026-09-23
XOM,Y,2.15535e+09,161.23,,,2026-09-23
XPO,Y,1.84407e+08,179.92,,,2026-09-23
YPF,Y,5.24108e+07,53.93,,,2026-09-23
YUM,Y,3.68012e+08,140.63,,,2026-09-23
ZBH,Y,1.95549e+08,90.88,,,2026-09-23
ZION,Y,9.71673e+07,62.65,,,2026-09-23
